Restaurant,Category,Item Name,Description,Price,Dietary Tags
Daikanyama Japanese Restaurant,House Special Makimono,Daisy Maki,"Sweet potato tempura and cucumber, topped with mango. Double Taste Maki Tuna, topped with tuna, salmon, inure, and scallion. Butterfly Maki Tuna, cucumber, tempura crumbs, and red tobikko, topped with shrimp. Snowing Maki Spicy tuna and cucumber topped with spicy tuna and tobikko. Traffic Light Maki Tuna, salmon, avocado, radish, and tobiko. Queen of Fish Maki Asparagus and avocado, topped with mango and salmon. Black Forest Unagi, sweet potato tempura, and avocado, topped with kabayaki sauce and black tobiko",,spicy
Daikanyama Japanese Restaurant,House Special Makimono,Sunny Maki,"Pumpkin tempura, avocado served with the chef's special yuzu sauce and raspberries",,
Daikanyama Japanese Restaurant,House Special Makimono,Fuji Maki,"Tuna, fuji apple, sweet potato tempura, and tobiko served with Chef's special sauce",,
Daikanyama Japanese Restaurant,House Special Makimono,Spicy Girl,"Cooked salmon topped with unagi, avocado, spicy creamy sauce, and kabayaki sauce",,spicy
Buttermilk and Bourbon- Watertown,Below Sea Level,Oysters on The ½ Shell*,,$18,
Buttermilk and Bourbon- Watertown,Below Sea Level,1/2 Dozen,,$18,
Buttermilk and Bourbon- Watertown,Below Sea Level,Dozen,,$36,
Buttermilk and Bourbon- Watertown,Below Sea Level,Jumbo Shrimp Cocktail,,$24,
Buttermilk and Bourbon- Watertown,Tapas Time,Clam & Fire Roasted Corn Chowder,,$14,
Buttermilk and Bourbon- Watertown,Tapas Time,Chili Grilled Broccoli,,$12,
Buttermilk and Bourbon- Watertown,Tapas Time,Braised Lamb Stuffed Shells,,$17,
Buttermilk and Bourbon- Watertown,Tapas Time,Marinated Tenderloin Steak Tips*,,$19,
Buttermilk and Bourbon- Watertown,Tapas Time,Charred Octopus,,$17,
Buttermilk and Bourbon- Watertown,Tapas Time,Louisiana Crawfish Arancini,,$13,
Buttermilk and Bourbon- Watertown,Tapas Time,Pan Seared Redfish*,,$16,
Buttermilk and Bourbon- Watertown,Tapas Time,Ahi Tuna Tartare*,,$17,
Buttermilk and Bourbon- Watertown,Tapas Time,Cast Iron Baked Brie+,,$17,spicy
Buttermilk and Bourbon- Watertown,Tapas Time,Cider Brined Boneless Pork Loin Chop+,,$16,
Buttermilk and Bourbon- Watertown,Tapas Time,Viet-Cajun Style Popcorn Catfish,,$14,
Buttermilk and Bourbon- Watertown,B&B Favorites,Signature Warm Honey Glazed Biscuits,,$16,
Buttermilk and Bourbon- Watertown,B&B Favorites,New Orleans BBQ Shrimp,,$15,
Buttermilk and Bourbon- Watertown,B&B Favorites,Pimento Mac & Cheese,,$16,
Buttermilk and Bourbon- Watertown,B&B Favorites,2 Southern Fried Chicken Sliders*,,$15,
Buttermilk and Bourbon- Watertown,B&B Favorites,2 Wagyu Burger Sliders*,,$14,
Buttermilk and Bourbon- Watertown,B&B Favorites,Buttermilk Fried Chicken,,$14,gluten-free; spicy
Buttermilk and Bourbon- Watertown,B&B Favorites,Chicken Wings,,$14,
Buttermilk and Bourbon- Watertown,B&B Favorites,Boneless Thighs,,$16,
Buttermilk and Bourbon- Watertown,Salads,Scarlett Lettuce Salad+,,$14,
Buttermilk and Bourbon- Watertown,Salads,Roasted Golden & Ruby Beet Salad,,$15,
Buttermilk and Bourbon- Watertown,Sides,Rosemary French Fries,,$7,
Buttermilk and Bourbon- Watertown,Sides,Onion Rings,,$7,
Buttermilk and Bourbon- Watertown,Sides,Grilled Focaccia Toast,,$4,
Buttermilk and Bourbon- Watertown,Sides,Aligot Potatoes,,$7,
Buttermilk and Bourbon- Watertown,Sides,Crisp Apple Slaw,,$6,
Buttermilk and Bourbon- Watertown,Sides,Wilted Garlic Spinach,,$8,
Buttermilk and Bourbon- Watertown,Sides,Side Chili Grilled Broccoli,,$8,
Buttermilk and Bourbon- Watertown,Dessert,Fresh Fried Beignets,,$11,
Buttermilk and Bourbon- Watertown,Dessert,Soft Serve of The Day,,$6,
Buttermilk and Bourbon- Watertown,Dessert,Apple Crumble Bread Pudding+,,$14,
Buttermilk and Bourbon- Watertown,Dessert,Blueberry Shortcake+,,$13,
Buttermilk and Bourbon- Watertown,Buttermilk Merch,Jason’s Cookbooks,,$24,
Buttermilk and Bourbon- Watertown,Buttermilk Merch,Buttermilk Hats & T-Shirts,,$20,
Buttermilk and Bourbon- Watertown,Buttermilk Merch,Buttermilk Hoodies,,$60,
Buttermilk and Bourbon- Watertown,Menu,"TICKET INCLUDES (all the above, but to break it down):","• Admission to the event • 3-Course Mardi Gras Dinner • Bacardi Cocktail Pairing • (1) Keepsake per guest, featuring Bacardi swag — and more! ***TICKETS ARE NON-REFUNDABLE*** 🌟 WHAT'S ON THE MENU 🌟",$75,
Buttermilk and Bourbon- Watertown,Menu,1st Course,"Seafood Gumbo andouille sausage, okra, green onion, Carolina rice --paired with-- B&B Hurricane Bacardi rums, pineapple, orange, passionfruit, grenadine lime",,
Buttermilk and Bourbon- Watertown,Menu,2nd Course,"Cornmeal Crusted Fried Catfish potato salad, hot sauce, lemon, tartar, hushpuppies --paired with-- B&B’s Sazerac Angel’s Envy rye, chicory pecan, demerara, peychauds",,spicy
Buttermilk and Bourbon- Watertown,Menu,3rd Course,"Kings Cake Style Beignets praline sauce, pecan-brown sugar whip --paired with-- King's Cake Vanilla infuse grey goose, cinnamon, cream soda, whipped cream",,
Buttermilk and Bourbon- Watertown,Purchase Tickets,Ticket Type*,Ticket Type,,
Buttermilk and Bourbon- Watertown,Purchase Tickets,General Admission // 5:30pm Seating,,$75.00,
Buttermilk and Bourbon- Watertown,Purchase Tickets,General Admission // 8pm Seating,First Name*,$75.00,
Buttermilk and Bourbon- Watertown,Purchase Tickets,Last Name*,,,
Buttermilk and Bourbon- Watertown,Purchase Tickets,Email*,Add Ticket To Cart This site is protected by reCAPTCHA and the Google Privacy Policy Terms of Service,,
Buttermilk and Bourbon- Watertown,Purchase Tickets,apply.,,,
Buttermilk and Bourbon- Watertown,Purchase Tickets,5:30pm Class,,$75.00,
Buttermilk and Bourbon- Watertown,Purchase Tickets,8pm Class,First Name*,$75.00,
Buttermilk and Bourbon- Watertown,Tell Me Lies Themed Cocktail Class!,February 25 2026 | 5:30 PM - 10:00 PM,,,
Buttermilk and Bourbon- Watertown,Tell Me Lies Themed Cocktail Class!,"100 Arsenal Yard Blvd, Watertown, MA 02472",🍸 TELL ME LIES: SEASON FINALE COCKTAIL CLASS AT BUTTERMILK & BOURBON 🍸 We’re celebrating the season finale of tell me lies the only way that makes sense—with strong cocktails and zero restraint. CLASS TIMES: • 5:30pm–7:30pm • 8:00pm–9:30pm,,
Buttermilk and Bourbon- Watertown,Tell Me Lies Themed Cocktail Class!,Ticket Includes:,"• welcome cocktail inspired by the show • small plates to snack on throughout the evening • samples of (3) craft cocktails, each tied to a character or storyline • hands-on shaking, pouring & mixing with sarah throughout • branded keepsake for all guests Ticket price includes a 20% gratuity for our bar team teaching the class. tickets are non-refundable",$75,
Buttermilk and Bourbon- Watertown,Private Events & Catering,Previous Slide,Slide 1 of 7 Slide 2 of 7 Slide 3 of 7 Slide 4 of 7 Slide 5 of 7 Slide 6 of 7 Slide 7 of 7,,
Buttermilk and Bourbon- Watertown,Private Events & Catering,Next Slide,"Playing hero gallery, press to pause images slides",,
Buttermilk and Bourbon- Watertown,Plan Your Event!,Capacity:,Standing Capacity: 150 • Sitting Capacity: 100 Watertown: Garden Room Perfect For: • Birthday celebrations & family dinners • Bridal or baby showers • Small corporate gatherings & team dinners • Rehearsal dinners & intimate receptions Inquire Now,,
Buttermilk and Bourbon- Watertown,Plan Your Event!,100+,"Boston: Garden District Drenched in natural light and inviting greenery, this special room is perfect for cocktail receptions, corporate dinners, and so much more. Inquire Now",,
Buttermilk and Bourbon- Watertown,Plan Your Event!,35-40 seated | 40-45 cocktail,Boston: French Quarter Inquire Now,,
Buttermilk and Bourbon- Watertown,Plan Your Event!,25-30 seated | 30-35 cocktail,Boston: Voodoo Lounge Inquire Now,,
Buttermilk and Bourbon- Watertown,Join The Club.,First,,,
Buttermilk and Bourbon- Watertown,Join The Club.,- Required,,,
Buttermilk and Bourbon- Watertown,Join The Club.,Last,,,
Buttermilk and Bourbon- Watertown,Join The Club.,Email,,,
Buttermilk and Bourbon- Watertown,Join The Club.,Birthday,,,
Buttermilk and Bourbon- Watertown,Join The Club.,Sign-Up,This site is protected by reCAPTCHA and the Google Privacy Policy Terms of Service,,
Carlo's Cucina Italiana,Gli Antipasti,Melanzane Ripiene,"Eggplant stuffed with ricotta, mixed with herbs and topped with our marinara sauce and mozzarella",,
Carlo's Cucina Italiana,Gli Antipasti,Bruschetta,"Fresh Italian bread topped with marinated tomatoes, sautéed with peppers, capers, and Sicilian olives",,
Carlo's Cucina Italiana,Gli Antipasti,Arancini,"Rice balls stuffed with ground beef & peas rolled in breadcrumbs, served in a vodka sauce",,
Carlo's Cucina Italiana,Le Zuppe,Stracciatella alla Romana,Egg drop soup with chicken broth and egg noodles,,
Carlo's Cucina Italiana,Le Zuppe,Minestrone,"Vegetables, pasta & brothh",,
Carlo's Cucina Italiana,Le Insalate,Insalata della Casa,Carlo’s house salad,,
Carlo's Cucina Italiana,Primi Piatti,Rigatoni Pomodoro,Rigatoni in a plum tomato sauce,,
Carlo's Cucina Italiana,Primi Piatti,Tortellini,Homemade tortellini in a plum tomato sauce,,
Carlo's Cucina Italiana,Primi Piatti,- add,Penne con Pollo e Broccoli Sautéed chicken with broccoli and penne in a light cream sauce,$2,
Carlo's Cucina Italiana,Secondi Piatti,Parmigiana,Topped with fresh mozzarella in a plum tomato sauce,,
Carlo's Cucina Italiana,Secondi Piatti,Pollo,,,
Carlo's Cucina Italiana,Secondi Piatti,Vitello,,,
Carlo's Cucina Italiana,Secondi Piatti,(With Eggplant - add ),,$1.00,
Carlo's Cucina Italiana,Secondi Piatti,Marsala,,,
Carlo's Cucina Italiana,Secondi Piatti,Involtini,"Stuffed with prosciutto, spinach and Fontina cheese, in a port wine sauce with shallot and mushrooms",,
Carlo's Cucina Italiana,Secondi Piatti,Toscana,"Stuffed with spinach, prosciutto, Fontina cheese, dipped in an egg batter, served in sherry wine lemon sauce",,
Carlo's Cucina Italiana,Secondi Piatti,Pescarese,"Jumbo shrimp sautéed with sun-dried tomatoes, parsley, mushrooms, and capers, in a white wine sauce",,
Carlo's Cucina Italiana,Secondi Piatti,Verdicchio,"Sautéed artichoke hearts, shallots & mushrooms in a Verdicchio wine sauce",,
Carlo's Cucina Italiana,Specialità della Casa,Pasta Patrizia,Homemade fusilli sautéed with seasoned vegetables in a light white wine sauce or a light plum tomato sauce,,
Carlo's Cucina Italiana,Specialità della Casa,Lunch Menu,,,
Carlo's Cucina Italiana,Panini,Meatball Parmigiana,,,
Carlo's Cucina Italiana,Panini,Prosciutto,Topped with slice tomato & fresh mozzarella,,
Carlo's Cucina Italiana,Entrees,Picatta,Sautéed with capers in a lemon white wine sauce,,
Carlo's Cucina Italiana,Entrees,Fiorentina,"Topped with spinach, sliced tomato, prosciutto and fontina cheese in a white wine mushroom sauce",,
Carlo's Cucina Italiana,Entrees,Baked Ziti,,,
Carlo's Cucina Italiana,Entrees,6 Pieces,,,
Carlo's Cucina Italiana,Entrees,12 Pieces,,,
Carlo's Cucina Italiana,Entrees,per order,Veal Involtini,$20,
Carlo's Cucina Italiana,Red Wine,Pinot Noir,,,
Carlo's Cucina Italiana,Red Wine,Foris,"Rogue Valley, Oregon",,
Carlo's Cucina Italiana,Red Wine,Dolcetto,Anna Maria Abbona,,
Carlo's Cucina Italiana,Red Wine,Piemonte,,,
Carlo's Cucina Italiana,Red Wine,Abruzzo,,,
Carlo's Cucina Italiana,Red Wine,Barbera,Bruno Rocca,,
Carlo's Cucina Italiana,Red Wine,Capanna,,,
Carlo's Cucina Italiana,Red Wine,Malbec,Bodegas fin del Mundo Postales Patagonia Argentina,,
Carlo's Cucina Italiana,Red Wine,Sicilia,,,
Carlo's Cucina Italiana,Red Wine,Veneto,,,
Carlo's Cucina Italiana,Red Wine,Apulia,,,
Carlo's Cucina Italiana,White Wine,Pinot Grigio,,,
Carlo's Cucina Italiana,White Wine,Branko,Friuli/Venezia Giulia,,
Carlo's Cucina Italiana,White Wine,Hunter,"Marlborough, New Zealand",,
Carlo's Cucina Italiana,White Wine,Riesling,"Standing Stone Finger Lakes, New York",,
Carlo's Cucina Italiana,White Wine,Chardonnay,,,
Carlo's Cucina Italiana,White Wine,Ty Caton,"Sonoma, California",,
Carlo's Cucina Italiana,White Wine,Vermentino,Sardus Pater,,
Carlo's Cucina Italiana,White Wine,Sardinia,,,
Carlo's Cucina Italiana,White Wine,La Caplana,,,
Carlo's Cucina Italiana,White Wine,Falanghina,Poderi Foglia,,
Carlo's Cucina Italiana,White Wine,Campania,,,
Carlo's Cucina Italiana,Blush Wine,White Zinfandel,Mountain View,,
Carlo's Cucina Italiana,Blush Wine,California,,,
Carlo's Cucina Italiana,Riserva Wines,Chianti Classico Gran Selezione,Castello di Cacchiano,,
Carlo's Cucina Italiana,Riserva Wines,Amarone,Stefano Accordini,,
Carlo's Cucina Italiana,Riserva Wines,Brunello,,,
Carlo's Cucina Italiana,Riserva Wines,Belpoggio,,,
Carlo's Cucina Italiana,Riserva Wines,Barolo,Aurelio Settimo,,
Carlo's Cucina Italiana,Riserva Wines,Barbaresco,Bruno Rocca,,
Carlo's Cucina Italiana,Riserva Wines,Optima,"Alexander Valley, California",,
Carlo's Cucina Italiana,Riserva Wines,Schug,"Carneros, California",,
Carlo's Cucina Italiana,Sweet Wines,Brachetto,Beppe Marino,,
Carlo's Cucina Italiana,Sweet Wines,Moscato,Beppe Marino,,
Carlo's Cucina Italiana,Sparkling Wine,Prosecco,,,
Carlo's Cucina Italiana,Sparkling Wine,Belussi,,,
Carlo's Cucina Italiana,Sparkling Wine,Full Bottle:  | Half Bottle: $10,Asti Spumante Martini & Rossi,$31,
Carlo's Cucina Italiana,Wines By The Glass,Minini,,,
Carlo's Cucina Italiana,Wines By The Glass,Chianti,,,
Carlo's Cucina Italiana,Wines By The Glass,Gini,,,
Carlo's Cucina Italiana,Fine Beers,Budweiser | Bud Light | Miller | Miller Lite,,,
Carlo's Cucina Italiana,Beverages,Pellegrino Sparkling Water | Acqua Pana,,,
Carlo's Cucina Italiana,Caffe Dolce,Espresso,,,
Carlo's Cucina Italiana,Caffe Dolce,Macchiatto,,,
Carlo's Cucina Italiana,Caffe Dolce,Latte,,,
Carlo's Cucina Italiana,Homemade Desserts,Tiramisu,,,
Carlo's Cucina Italiana,Homemade Desserts,Cannoli,,,
Carlo's Cucina Italiana,Homemade Desserts,Flan,,,
Carlo's Cucina Italiana,Gelato,Spumoni,,,
Carlo's Cucina Italiana,Gelato,Bomba,,,
Carlo's Cucina Italiana,Cordials,Amaretto di Saronno | Bailey’s | Frangelico | Kahlua | Tia Maria | B & B,,,
Carlo's Cucina Italiana,Cordials,Grappa,,,
Carlo's Cucina Italiana,Catering Menu,Half Tray serves 6-8 people,Full Tray 10-12 people,,
Carlo's Cucina Italiana,Salads,Half Tray,,,
Carlo's Cucina Italiana,Salads,Full Tray,,,
Carlo's Cucina Italiana,Appetizers,Meatballs,,,
Carlo's Cucina Italiana,Appetizers,each,,$2,
Carlo's Cucina Italiana,Appetizers,Antipasto,,,
Carlo's Cucina Italiana,Appetizers,Vegetarian,,,vegetarian
Carlo's Cucina Italiana,Appetizers,Sausage,,,
Andalus Pizza & Cafe,Full Menu,Salads,,,
Andalus Pizza & Cafe,Full Menu,Chef,"Our tossed salad topped with smoked turkey, ham and mozzarella cheese",,
Andalus Pizza & Cafe,Full Menu,Cobb Salad,"Green salad with tomatoes, onions, avocado and parmesan cheese",,
Andalus Pizza & Cafe,Full Menu,Pizza,,,
Andalus Pizza & Cafe,Full Menu,Calzones,,,
Andalus Pizza & Cafe,Full Menu,3 Cheese Calzone - Small 12,Three-Cheese Blend Italian Style Calzone With Side Of Our Homemade Marinara Sauce Cooked To Perfection,,
Andalus Pizza & Cafe,Full Menu,3 Cheese Calzone - Large 16,Three-Cheese Blend Italian Style Calzone With Side Of Our Homemade Marinara Sauce Cooked To Perfection,,
Andalus Pizza & Cafe,Full Menu,Appetizers,,,
Andalus Pizza & Cafe,Full Menu,*burgers,,,
Andalus Pizza & Cafe,Full Menu,BLT Sub,,,
Andalus Pizza & Cafe,Full Menu,Pasta,,,
Andalus Pizza & Cafe,Full Menu,Smoothies,,,
Andalus Pizza & Cafe,Full Menu,Peach Boys,"Fresh peach, mango and kiwi in vanilla frozen yogurt",,
Andalus Pizza & Cafe,Full Menu,Desserts,,,
Andalus Pizza & Cafe,Full Menu,Cheesecake,,,
Andalus Pizza & Cafe,Full Menu,Cannoli,,,
Andalus Pizza & Cafe,Full Menu,Baklava,,,
Andalus Pizza & Cafe,Full Menu,Beverages,,,
Andalus Pizza & Cafe,Full Menu,Snapple,,,
Andalus Pizza & Cafe,Full Menu,Soda (Can),,,
Andalus Pizza & Cafe,Full Menu,Arizona,,,
Andalus Pizza & Cafe,Full Menu,Red Bull,,,
Andalus Pizza & Cafe,Full Menu,Gatorade,CATERING - APPETIZERS,,
Andalus Pizza & Cafe,Full Menu,Print Menu,,,
Crazy Dough's Pizza,Menu Items,Crazy Dough's menu is full of our very own modern classic recipes.,Authentic Pizza Is Our Passion & with convenient online ordering our door's (almost) always open,,
Crazy Dough's Pizza,Menu Items,Pizza,,,
Crazy Dough's Pizza,Menu Items,Order Now,,,
Crazy Dough's Pizza,Menu Items,Calzones,,,
Crazy Dough's Pizza,Menu Items,Sandwiches,,,
Crazy Dough's Pizza,Menu Items,Wraps,,,
Crazy Dough's Pizza,Menu Items,Pasta,,,
Crazy Dough's Pizza,Menu Items,Salads,,,
Crazy Dough's Pizza,Menu Items,Appetizers,,,
Crazy Dough's Pizza,Menu Items,Cookies,,,
Milano Pizza,House Favorites,These are the shop recommendations for a great meal experience.,Arrow Left Icon Right Arrow,,
Milano Pizza,House Favorites,1) Al Pacino Pizza,"Sweet basil, fresh tomatoes, garlic, fresh mozzarella cheese",,
Milano Pizza,House Favorites,1) Al Pacino Calzone,"Sweet basil, fresh tomatoes, garlic, fresh mozzarella cheese",,
Milano Pizza,House Favorites,115) Chicken Alfredo Pasta,"Cream, butter, parsley, broccoli, tossed with pasta",,
Milano Pizza,House Favorites,127) Homemade Chicken Parm Pasta,,,
Milano Pizza,Pizza,Best Seller,Cheese Pizza Classic cheese or create our own pizza,,
Milano Pizza,Gourmet Pizza,2) Chicken Taco Delight Pizza,"Chicken taco seasoning, jalapenos, cheese, topped with cold lettuce & tomatoes",,
Milano Pizza,Gourmet Pizza,3) Steak Taco Delight Pizza,"Beef taco seasoning, jalapenos, cheese, topped with cold lettuce & tomatoes",,
Milano Pizza,Gourmet Pizza,4) Little Italy Pizza,"Ricotta cheese, fresh spinach, fresh garlic & roasted red peppers",,
Milano Pizza,Gourmet Pizza,5) The Ultimate Veggie Pizza,"Onions, green peppers, tomatoes, mushrooms, black olives, broccoli & spinach",,vegetarian
Milano Pizza,Gourmet Pizza,6) Roasted Red Peppers & Chicken Pizza,"Marinated grilled chicken, roasted red peppers & three cheese combination",,
Milano Pizza,Gourmet Pizza,7) Hawaiian Pizza,Ham & pineapple,,
Milano Pizza,Gourmet Pizza,8) BBQ Chicken Pizza,Marinated fried chicken,,
Milano Pizza,Gourmet Pizza,9) Buffalo Chicken Pizza,Marinated fried chicken,,
Milano Pizza,Gourmet Pizza,10) The OG Greek Pizza,"Feta cheese, tomatoes, oregano, fresh spinach, & olives",,
Milano Pizza,Gourmet Pizza,11) Philly Steak Pizza,"Onions, green peppers, & garlic steak",,
Milano Pizza,Gourmet Pizza,12) Milano Special Pizza,"Fresh mozzarella cheese, fresh basil & fresh tomatoes",,
Milano Pizza,Gourmet Pizza,13) Chicken Parm Pizza,"Marinara sauce, chicken, four cheese combination, parmesan cheese",,
Milano Pizza,Gourmet Pizza,14) Supreme Pizza,"Pepperoni, sausage, meatballs, ham, bacon, grilled onions & peppers",,
Milano Pizza,Gourmet Pizza,15) Chicken Alfredo Pizza,"No tomato sauce, marinated grilled chicken, fresh broccoli",,
Milano Pizza,Gourmet Pizza,16) Pesto Chicken Pizza,Marinated grilled chicken & ricotta cheese,,
Milano Pizza,Gourmet Pizza,17) Buffalo Bleu Chicken Pizza,"Blue cheese, 4 cheese blend, & buffalo chicken",,
Milano Pizza,Gourmet Pizza,18) The OG Philly Steak Pizza,"Cooked steak, peppers, onions, 4 cheese blend, caliente cheese",,
Milano Pizza,Gourmet Pizza,19) Surf Board Ranch Pizza,"Ranch sauce, chicken, bacon, tomatoes, onions with ranch on top",,
Milano Pizza,Gourmet Pizza,20) Newbury Pizza,"Sauteed mushrooms, fresh garlic, jalapeno peppers, grilled chicken",,
Milano Pizza,Gourmet Pizza,21) Big Hawaii Pizza,"Extra bacon, extra ham, pineapple",,
Milano Pizza,Gourmet Pizza,22) Meat Lovers Pizza,"Pepperoni, bacon, ham, sausage, hamburger",,
Milano Pizza,Gourmet Pizza,23) Lebanese Delight Pizza,"Gyro, fries, tomatoes, red onions, fresh garlic, tzatziki on the side",,
Milano Pizza,Delivery Only Specials,Information marker icon,Only available for delivery One coupon per order. Two Large Cheese Pizzas & 2 Liter Coke Delivery Only Special,,
Milano Pizza,Appetizers,96) Mac & Cheese Wedges,With homemade marinara sauce,,
Milano Pizza,Appetizers,97) Battered Mozzarella Sticks,With homemade marinara sauce,,
Milano Pizza,Appetizers,98) Jalapeno Cream Cheese Poppers,With ranch dressing,,
Milano Pizza,Appetizers,99) Sweet Potato Fries,"Sweet potato fries! Wedges of sweet potatoes, tossed with oil, sprinkled with spices, and baked on high heat until browned and crispy at the edges",,
Milano Pizza,Appetizers,100) Onion Rings,Crispy onion slices deep-fried until golden-brown,,
Milano Pizza,Appetizers,101) French Fries,"Our delicious French fries are deep-fried 'till golden brown, with a crunchy exterior and a light fluffy interior. Seasoned to perfection!",,
Milano Pizza,Appetizers,102) Waffle French Fries,,,
Milano Pizza,Appetizers,104) Boston Fries,"Topped with bacon, onions, jalapenos & jalapeno cheese",,
Milano Pizza,Appetizers,105) LA Fries,"Topped with red onions, jalapenos & jalapeno cheese",,
Milano Pizza,Appetizers,106) Chicago Fries,"Topped with BBQ pulled pork, onions, jalapenos & jalapeno cheese",,
Milano Pizza,Appetizers,107) Fresh Chicken Wings,,,
Milano Pizza,Appetizers,108) Homemade Chicken Fingers,,,
Milano Pizza,Appetizers,109) Garlic Bread,"Bread, topped with garlic, herb seasoning, baked to perfection",,
Milano Pizza,Appetizers,110) Fry Nation,"Mix all 4 types of fries, topped with our sweet & spicy cheese sauce & bacon",,spicy
Milano Pizza,Appetizers,111) Irish Loaded Nachos,"Waffle fries, melted cheese sauce, chicken, olives, tomatoes & jalapenos",,
Milano Pizza,Appetizers,112) Waffle Cheese Fries,With jalapeno cheese sauce,,
Milano Pizza,Appetizers,113) 16 Pieces Sampler,"Served with marinara sauce & blue cheese 4 mac & cheese wedges, 4 battered mozzarella sticks, 4 jalapeno cream cheese poppers, 4 buffalo chicken fingers",,
Milano Pizza,Soups,Lemon Chicken Rice Soup,,,
Milano Pizza,Soups,Beef Chili,,,
Milano Pizza,Fresh Salads,Served with bread.,,,
Milano Pizza,Fresh Salads,136) Garden Salad,With hard boiled egg,,
Milano Pizza,Fresh Salads,137) Greek Salad,,,
Milano Pizza,Fresh Salads,138) Caesar Salad,,,
Milano Pizza,Fresh Salads,139) Chef Salad,"Ham, turkey, provolone cheese, & hard boiled egg",,
Milano Pizza,Fresh Salads,140) Chicken Caesar Salad,,,
Milano Pizza,Fresh Salads,141) Greek Salad with Grilled Chicken,,,
Milano Pizza,Fresh Salads,142) Garden Salad with Grilled Chicken,,,
Milano Pizza,Fresh Salads,143) Garden Salad with Buffalo Chicken,,,
Milano Pizza,Fresh Salads,144) Caesar Salad with Buffalo Chicken,,,
Milano Pizza,Fresh Salads,145) Garden with All White Tuna Salad,,,
Milano Pizza,Fresh Salads,146) Milano Salad,"Mesculin mix, roasted red peppers, croutons, Kalamata olives, fresh mozzarella & parmesan cheese",,
Milano Pizza,Fresh Salads,147) Heather Salad,"Avocado, fresh mozzarella, tomatoes, cucumbers, black olives, tossed with mesculin mix & walnuts",,
Milano Pizza,Fresh Salads,148) Judy Salad,"Spring mix, grilled chicken, walnut, cranberry, onions, green peppers, goat cheese",,
Milano Pizza,Fresh Salads,149) Crazy Buffalo Salad,"Buffalo chicken tenders on a bed of lettuce, cucumbers, roasted red peppers, fresh mozzarella cheese, tomatoes, onions",,
Milano Pizza,Fresh Salads,150) Santorini Salad,"Spinach, grilled chicken, boiled egg, tomatoes, onions, cucumbers, green peppers, carrots, olives, feta cheese, balsamic dressing",,
Milano Pizza,Sides,Ceasar,,,
Milano Pizza,Sides,Greek,,,
Milano Pizza,Sides,Ranch,,,
Milano Pizza,Sides,BBQ Sauce,,,
Milano Pizza,Potato Chips,Sea Salt Chips,,,
Milano Pizza,Calzones,Cheese Calzone,,,
Milano Pizza,Gourmet Calzones,2) Chicken Taco Delight Calzone,"Chicken taco seasoning, jalapenos, cheese, topped with cold lettuce & tomatoes",,
Milano Pizza,Gourmet Calzones,3) Steak Taco Delight Calzone,"Beef taco seasoning, jalapenos, cheese, topped with cold lettuce & tomatoes",,
Milano Pizza,Gourmet Calzones,4) Little Italy Calzone,"Ricotta cheese, fresh spinach, fresh garlic & roasted red peppers",,
Milano Pizza,Gourmet Calzones,5) The Ultimate Veggie Calzone,"Onions, green peppers, tomatoes, mushrooms, black olives, broccoli & spinach",,vegetarian
Milano Pizza,Gourmet Calzones,6) Roasted Red Peppers & Chicken Calzone,"Marinated grilled chicken, roasted red peppers & three cheese combination",,
Milano Pizza,Gourmet Calzones,7) Hawaiian Calzone,Ham & pineapple,,
Milano Pizza,Gourmet Calzones,8) BBQ Chicken Calzone,Marinated fried chicken,,
Milano Pizza,Gourmet Calzones,9) Buffalo Chicken Calzone,Marinated fried chicken,,
Milano Pizza,Gourmet Calzones,10) The OG Greek Calzone,"Feta cheese, tomatoes, oregano, fresh spinach, & olives",,
Milano Pizza,Gourmet Calzones,11) Philly Steak Calzone,"Onions, green peppers, & garlic steak",,
Milano Pizza,Gourmet Calzones,12) Milano Special Calzone,"Fresh mozzarella cheese, fresh basil & fresh tomatoes",,
Milano Pizza,Gourmet Calzones,13) Chicken Parm Calzone,"Marinara sauce, chicken, four cheese combination, parmesan cheese",,
Milano Pizza,Gourmet Calzones,14) Supreme Calzone,"Pepperoni, sausage, meatballs, ham, bacon, grilled onions & peppers",,
Milano Pizza,Gourmet Calzones,15) Chicken Alfredo Calzone,"No tomato sauce, marinated grilled chicken, fresh broccoli",,
Milano Pizza,Gourmet Calzones,16) Pesto Chicken Calzone,Marinated grilled chicken & ricotta cheese,,
Milano Pizza,Gourmet Calzones,17) Buffalo Bleu Chicken Calzone,"Blue cheese, 4 cheese blend, & buffalo chicken",,
Milano Pizza,Gourmet Calzones,18) The OG Philly Steak Calzone,"Cooked steak, peppers, onions, 4 cheese blend, caliente cheese",,
Milano Pizza,Gourmet Calzones,19) Surf Board Ranch Calzone,"Ranch sauce, chicken, bacon, tomatoes, onions with ranch on top",,
Milano Pizza,Gourmet Calzones,20) Newbury Calzone,"Sauteed mushrooms, fresh garlic, jalapeno peppers, grilled chicken",,
Milano Pizza,Gourmet Calzones,21) Big Hawaii Calzone,"Extra bacon, extra ham, pineapple",,
Milano Pizza,Gourmet Calzones,22) Meat Lovers Calzone,"Pepperoni, bacon, ham, sausage, hamburger",,
Milano Pizza,Gourmet Calzones,23) Lebanese Delight Calzone,"Gyro, fries, tomatoes, red onions, fresh garlic, tzatziki on the side",,
